x0;x1;x2;y;y_hat;right
"q@K\"kEtW ;KbMIO\tFQ+hxX&oTqK#gd?!JzWEpySu +";"i";"[)TsC}.u5cD;MyF?";False;False;True
"<fX-wuW&7>aW";"t0r6uI.wNNTm:cz@+|3o>[Y";"5VWRqJl:R&,TzZq>e!D8Wne%P0HV]N;Q?>^!$Wu>PXjDj3 5";True;True;True
"K-C;L{f0xcr7<9q/TBkpv7Cc7Ta0";"q4?eERwwoG~HNu}x\\?y{j_";"lp8BoF `&39/2\"vhVemq,=6%aQb'{Pv]K";False;False;True
"#dbBToAR! SzGLd!E\n\\#C>p;_]d6(HG{}6K";"n*59O?'`2oy]4hX~kx&XpnQ^{?QyF:,";"6$F]Et:=G'Y#b:M.rT=";False;False;True
"U$F *uA";"Ny48Br'JWh";"p3H/bE{ho4kvo{`\tZPHnO\nSX:\t+^!Y$~%X";True;True;True
"XzA";"PHYg+[mAwke3vLYu]Arg";"9EO";False;False;True
"CB@=";"Dpzgr/z1u5)i[102\t5vYkRf=?=m('";"mH?c/mxn3HD/z%{@~V&NmZA?(BO:RV.4|B";True;True;True
"\nd5@'Kq[R1~]CqH[vscqSbOnje.gcC4Mo()DHdBHCGC\"";"pSi";"1gS2f&MH5+<mq@1";False;False;True
"bO4(LC&FI6G\tlJ :{!]\"iv?6n|s'!s\tO$o)E\"U[N\"wc'\t. ";"qwr/:#jUF;7";"B~Ze#\\ywF<E'54HF.F!JDSP]P~X=~\"Qg@,i,";False;False;True
"Q'P2y$p N:\"UxL;V]A`=NVj%{5L@)";"HH)\\CP";"K(tDgQo0lzKTY\nAR";False;False;True
"tE]bv-Xdl-:Y$`Gz-hwR2:qd";"M2SQ!D\tQkmuU/PuH-G^dV'12&\n@1DAsmwgcUX3i\t\nz!";"D {fUEGz\\%^\nt2c+";False;False;True
"q\nsDaI]";"S6xud`+[.9KfbkrBWI!u~[\\u,";"ftc^69i>-AHU6@gu;jlD";False;False;True
"9vz\n}@xS.T)?.4MPaAhBI~KKKcu$b>.;i";"4}U](B]=C";"G2 2u8ws[%}ioFaAIYDqA#";False;False;True
"7{tcNZ*P";"O\\Llb)2S*tc3]C5DV-Kt{L,-xWFEp%(=}]e[";"8pAH&<]LjbI_";False;False;True
"?1t]JH/uSS\\qw\"$p1O?[$JO'rEckW`qq\tWV-MBZY:";"&[L~&ze~]o";"Fr0!;e8abDiyi\tF{`G~g\nyP&[}$X)rD3j8b{MLKuNn+t%d\n?(";False;False;True
"@q]t!y/}iCU3p";"p$Ba0,wGX|P}U3!@&n *cbaQ> !|O\\~^";"(*%,ZRlUmy\"CW-8h1ASVm+)dx.0FX.{8_wwMW";True;True;True
"1f<=H\tM)tB&;D;E85P";"";"A(??RS8<dtFp\\pg~jX?D9QzO";False;False;True
"[$+>-<!QPQVPsQZCj9OW@?&";"25F%OGb77(wncnh`.N";"C=Jf\\}W@ViQUXzwgw \t&7>w`.TZa[Zf~_Nna=-'<C?iqH'3:";False;False;True
"KK/d|4C?AN`dvsz'5VVSj/,";"o\nW6VT;a[q@|~";"I]EE}aZ7hyhlX5GzRHf";False;False;True
":4L-x$'PtV{2~~)k@IKrF{]1%6";":ECMj'71_|8Y)rsudmX*Jx09wh+<X";"b!R'x/qF}\nQ^4tvkJY`aQ4mL[Xx4s&p*9UC$w1kA YTZ4a8A";True;True;True
"5}q(\"X9>\"`lvNO5el|\\?:M`vC3NZd<;)";"gtzE.to>J[j.&Tt#?k_*%#\\\"U;?J~I/kX('KjhliARw";"g4,l69v+1f=ZIm.[";False;False;True
"@^Oj]2C3[Hbe'::<dNbA2Na-[";"SFsD;63Sc\n&S8%-%x75RUoh\\serr3x";"Jim{X=]2KfsTh~T^Uf0uhm/:Ma3";False;False;True
"eUbYCZ-V;fo/<1|G:C~0]QJZ\n5on_iCw:lC1\\";"cW^9><NL\"~`";"2wA=V&Z5tL&EU9=mY_j\nY/im\\20_ch}}`)0DR";False;False;True
"RL*c0VgqV8{E#:t'5~";"Q\t_vO*CB?3,G}y*fS$Jw*-^1#t}aNTdah8zJ$@{";"?&fH31/3y,B(qbsV;\nX@7cQ0>dX`xKn@o7)P*D\nEYG]`";True;True;True
"<\nx5H E;xN^ jX0$I";"(`Z\\tbz%?/Zgq3W>H_|BJ#O";"-E`dO+&4)c|2hR$%fFsvh:+FWM&(EuaGIOsbhD,CbY'bV!R-";True;True;True
"sJ-`PXJ8_d9S1y:Iy^h%4(~e\"WjT]J/<db*!lM. AEAicZf";"?WX18sr$A&n;=g";"^F@zKF!WGj)*f,s3`y3SU&HW7scFwdhz\\E8";False;False;True
"";"c[C<gNW.I\tdGdh$k}poF+]hNWRK?)~),H";"OGe*r9UVX7{";False;False;True
"q=E+c{9Ob\\IoEB.zrVfpTT&\n\tMY5(>2 ~0+~\toZL,";"I'YoJ\nl),>QZ{#vJBG|\tm@;eHix?#+wO#ir4sIxeUJE(l5P";"c=<b7*4n8&N~?Gn-CHS0}0, c0JbQ\"V2{_ita'h";False;False;True
"~t6yK_Gs&3\\rM$0O)jx9J5";"DKjyU*wm(QN-on +\\LH<^.!/";"&izuJP!D1{$[iUO]wl\t7Af[PCt(M3o6\"])_1/";True;True;True
"_;_Ro`Za";"_;_Ro`Za";"_;_Ro`Za";False;False;True
"`Z`1d~JZQyvn!)j;4>0`/XctgQRMS$}2#e55u?1)I}\\u=";"mwM%Qrp%h\t<pSF&4tZ%[x{Gj(`$iT%B,Hw_D+(w?sHF-_DRB";"g'iJ<(z_!3:09-L$iAd?xc8RVX'@#<9dLa!4G:=;E2i";False;False;True
"5`{-M{\"s</3<oe!sKKu/K^g&IWS4,vs)Q t)p3\tN]`@j:";"'[\t||j<B.7ag\"\"U'\";E|:[cy/1.$X+fQS\\/t J:VJPkt4W]u";"!9-\t9fhEM /UIWMzE[gPzaM,F05E{tc";False;False;True
"?=ITjJ`E+</!ro!K>\\ []ehgjXYj{|Pn>-\n\"m";"TCj=~:#T0\n6fK=V pf4yJ)GSyIIhpV4";"J'N?\"@b\\\nlA-]gS{`$GkY yGL-^ow.JA/ mUmKu,";False;False;True
"R,8[C31aPcF";"b2U\t|$)V/F2a-.b.#r@8U^RZnw/h+KrJjNn20M9/ME";"vTPSF_4wl*7M#1 g'{q</Yl^(K[,pe ^W{e;}`LH*h";False;False;True
"79%>S,q\t6EG[{rS3{O&\nL";"qF}>b=d\\=]p?I/Y0pW*jFUP~xr<7GU^U/(E =n!,=H)w_3";"k<B_Nj.phC1b<F493^XR\tEDzHJGQH.fI]WUv;-<NUO";False;False;True
"HH}nSTKk~\t\"lk&%7a` ";"4ebod}jH`\n4yC)Y^UX*UHA+HBL`ji:wfmR~]2X3'j3";"DQ\n2^UjMH|c5{yrm/b.^-&RZTN>lw|F];,S2YXOXV.,";True;True;True
"&\n$Vs9\nw!`6Q%kJ?}Yu|\\/@voTwrYY~/N";"<!5UcoKR\ntStZ)}kY0XS[7.\n.>CvN-@POULDP&'G^<oyC/kR";"m8F/f`se0_*IG3 Ch|6N;rYYG7awf\">Os'fDuZ)|pG-3e";False;False;True
"Jce+2ihZ$N\n*J>C";"tR_kE+UM:ev#c8g/O,[ol2pr<6F.Gk\tQCp \"9x";"D<\\aA*";False;False;True
"H'9(\tTmvsMj3xP?2C\\p~6Fdfj(";"*6K--WYi4y]E'Wkrw-5:Fz:r49\nPduf62";"b]WE`lgDl1$3|`#<E^cEpM5AXEj0Ju):z/i=Dq{6<+Fi|y";True;True;True
"DVA!3.";"Dq\\;X";"$%&qmzA";False;False;True
"nQE$gq";"w>d~:'m-92S{gf #x4J&k#u8BwdwX'HIt''^@dvY)O.B";";QyKV\n~kfqg+NDCmHlK?HAFsKVQIdni\tO]SV%";False;False;True
"}>\t6MIq2@Tk)T!OV8%CSx.}n7Y~#\nxx";"djaJ4v}K8c|/dH~_4N^55f\t/";"BdYKKluA+iESDDLJjNoS_x(;-JRP";False;False;True
"Ymp\t\t)({g82tOy|%2YUsW2o\\5o`@[^Hj=9Qh_9 GTAkH";"%wk@[CckAf\nP%JHxx^\\";"?t8Xf\\OM=09JzB/Qg7v/l xxm\n']'l-;mmD:Y_\"P";False;False;True
"wIn!pOO\tzx^p?tNU6!@4*N]-}v&hngR\t_I";"U]Ig";"Fa@$B:\n";False;False;True
"`zERd";"AB-,U]";"805FH%B]t:Sc%nz?IQ~\\b`O}P";True;True;True
":e@w";":e@w";":e@w";False;False;True
"xRTn_d^Z(1rVZw)87";"xRTn_d^Z(1rVZw)87";"xRTn_d^Z(1rVZw)87";False;False;True
"8(jcLgSOU6LV\"X";"g-=yf*+";"";False;False;True
"zf4]D|9MPEn>lW6hiLYQ!=}EW\\|k]#7ED03[NzTf0b%";"x#wO[|e(:0glAzh;5";"KMf5F]\tD>Ld6V'F";False;False;True
"#lIP/r~O5);\"Ptro4:\nW}IJWu@";"/(.Q]2-\"X8.m\nl?E4P{x";"e=LJtI:K=uC~W_wvu:S[U}5P*j%R4M -w7_8'6~hOi?~,";False;False;True
"C&QpG%y'\tVv(<rWR&)";"LL~DC#\\z\"";"lPhI2`D2Dn&Zf%%!pnScn'4L-rv2YU<)MJ2_b%OeVz?Em3dp";False;False;True
"\n`:Mqms#|xy_7X@";"@f1\nh)4M/$sOLm;KiZL#OjDnCVykk&h*Q>5";"x5&%TyCDRu3GBA\"OwPaB$:'FOH2eo_\t|x))i2";True;True;True
"a C|2h+]6G'bKE86qMy.\tb$t5";"/87NRcj/~2q\"iC;cT\"~nHt\\<R=!5`BiC!CP{KL#jB";"f\";S;?kA10U[[1{3j)f8ow1F9\\yjt!Ugb~YxZhW6\\8Z,aP";True;True;True
"|aJ7Zrs9Yz3AdOa_)f=:8lOh_3RK#F/=";"|aJ7Zrs9Yz3AdOa_)f=:8lOh_3RK#F/=";"|aJ7Zrs9Yz3AdOa_)f=:8lOh_3RK#F/=";False;False;True
"~yfp*)3gUEi>!a5=Ze%{_,^<:sY1";"?2\tU{b5ang\n\nJ;YFs|a3opFwL6mM{ga?:~*gB";"@wOf\t#oz462}MB&NGedH)D 7DHC\thXzp4##aW%c";True;True;True
"9FL#@jHs B[qJzlK?9(,U70V=d";"rv2lI`)w^492c;+'w\\{km%I*]p&^4o|+";"Wn:(L%2|\tf+HA";False;False;True
"SW,*)Sl\\02%\\U(L/Bu*y,{.0!pG(b5dh\tpN%82gL^aoRg";".&tohNGFKV\n!tijILK]Z#!in]JG\"d";"P!`Rd8pF%{`_;$)yDb>^SX<1ZU$y2";False;False;True
"";"`\t7f&PL#HT7;*d=yGqb,\n%ATqF>ckF~k";"GO9;dL.uHyG@H-";False;False;True
"8\n#-.%O ox~4/plclNq\nK[/t#0]=\tY6-x<S#I";"8\n#-.%O ox~4/plclNq\nK[/t#0]=\tY6-x<S#I";"8\n#-.%O ox~4/plclNq\nK[/t#0]=\tY6-x<S#I";False;False;True
"5&kh]\\%L]}?Se=Gwm";"E,:jb(.*1oT\tTwsxntB31gF`\";2!l1lpzt\tJvB";"qV<GP~";False;False;True
"qr&KmW0Md,Mm4S+IMy[rr(";"D^v`cZWB%`O~T?a(I|PY]Hj!BSfegf*r8\n`C=O \\x:e";"0waN`WwzgR@I*);^$+LZd#A<ckz!hfi}C/<pd-8rHI9l(p%L\t";True;True;True
"X6h";"FX,*#~$EpHUmO[;pd* X~IC{/x\tf93X?Ww=qyZ&MCN%#C";"TO-K6.r]3Db?g;7)^U&DsJ5\ni]\"?D>\"E~,'\th";False;False;True
"uaBt";"o&[!HY=le7~3@yX*CW\\Vi:`xxdpw";"K@&DaZ%-sPcb\\=1ldW`-d?Z1W&&XM>PP52E#iLEG+]oGs@";True;True;True
"~krd>>mj";"Boj=EV}KF_&4deN9*Ao6\nl?iAP2=wWso";"AZ:1FTtUp7'0(JllN5;(*,i~Sp";False;False;True
"k\nsx9m$b<Xkd5h$g<D1wgs&kMB(Jx^z[w0Neso5ZKB\tIn.RN";"J%z45Xh`A:$@CEQw$BOc7~ZZ:ML!+M8MksQm\"";"W)]0S2`c!t8R:B\ncSrM 4\t}yIbk4#O'-=V=";False;False;True
"e=;BTuOEWt<XQ%$";"J9jK;X`&a5_/x.K>~@StnxoTc;EC P(`QXX( <|u~p(Hqz)7C";"R(Mx]4n$(GSg;A,r1q |}=tRAnYHv}ie#(7ufMt\\yN>5OTBRb";False;False;True
"@20^-yKkx[gn#qiTzP!vzUBmI}$TFX*4d,=";"L:NsXtLX$";"<AC{s(;-\nxP*.tl(@8/J\\lc\tjXfc";False;False;True
"uutfKy2U1J0xv";"$zw1(TLe]'rm}=INHJ)S[z&KTY4DK<(Eu=";")HdYU";False;False;True
" Ve9G.+B&/&o!{k5";"v`TzP?\tbgT\n'+yxN\"oXYzPP\\\nc.Nihw";"*o 1~29s>hN{)6}:+{b,t\\hk#C(d(K)@&\\t.qwmkNztQ0Wp\\";True;True;True
"'s";"qn;d#~=*kJy^N5'P|\"gZ-/|;e(L'G/}T+Cg7";"_29:^~5uRb5mL-r%:7.DQ7sz$ 6\\yxX+XO:\tsj";True;True;True
"4=@vc{m";"X]W^D {1GB #oxQwDCilZ({$";"Kz&<W2X/'+hT]qn<;x}O^q=n?NoB%_;5= fn7zPcLp";True;True;True
"}xx1`_^+\\\t=D/9Zl5sFG{b3Zfj!tOLZOdxR@#]lHB";"jdMN&r~0Y\"bVvo B\t!*D<5p4raA$Av";"mB5/\tz-*st87HS7lU^Eds.";False;False;True
"?%>[NzmbYJ\tSi&K=+~BI:G|W#sKngp5SF8F";"\n'{z/jp| *2-tr3HyJ1_&0suKdW6rpC#FlC2";"Ihb.H,|v?j.f\"U^~M9\t:cC7KpCm=p{d1~ S>&j3*{TQ (";True;True;True
"96R=uw_hWJ";"f)8vU[su)KE#@t/<|`b#^a(cK(kKZq\n";"~*0EH;c7wCl)b3m&)VqP5gR$AO9so]";False;False;True
"?A3s?*Id3zM|4N8M6";"{)Q/U`gtHPn";"ZT}O`Ila{6wgBQ>(CY E Q)o'R0fBm\tXj_";False;False;True
"&K\nE";"\tX!(LzMa4\n\t!O-q~";"\\\ntKmi<s!etvWx)z)MHOn5^zMI";True;True;True
"&ww3q CC!n qn#%";"o7i#@%a";"PS;6t3#<h/KU^Jm:$xa";False;False;True
"!^.o(^Gg@pFgIh*d|,&IW|C(kV5s]3/<1XNR#W.[q_9";"bMkx|sZAk&=|^N9~6(/.xBRm2ni<jgSJVX/a";"WT0vKoW2C,Vlq1aD";False;False;True
"H\"IE";"H\"IE";"H\"IE";False;False;True
":;3kX&hOYh>.6G$@O*mTx/$sEc1\\8Eo(f0:";"z*d\n?i.];HbKQu$R`[m4+\"K7C}/HNRA5{OJVDpu}1N";"Wo&\\~Th+o7d7fTny!g[mn'438[\t";False;False;True
"}/&OX$;";"guQ8USAoUE)DYX\nHNK2;2/,3oEh?tFkMIXiLJ";"Y<\nNjb[Qcz;%4a6!.OaBc=bXaRZ%~;-`&A~v#z`Y|_JXo";True;True;True
",K.%1HWndaVtBI";"!fjOgh";"EcM7riz_Wr9F5\tnf{qXR$\"'WvmM:!7\nTp?";False;False;True
"T}r'S;WIuG$8-n}4&)3)YM!10'Md]bhH$/{-%\\\"";"4Tb?Xc3/dx;oQ(-PqJS dsw@V\"DZm>,A^k*s8almW";"a:_R(nyaYbyKbs\\F-,wk~m|p#";False;False;True
"\tP";"},2'<B%E+";"^kF[`7j1fNV$SffaDHPI<;kzawOA[N\n\n>r*oj-/F!L7-&";True;True;True
"qb.>Bt ^m4xo@rH3F<\n&<+,@!wfOZw|@Y;Ll%#g.XQv4&,";"0@N/SHWj";"K`#BWXL\nG7R>;bj]C>!\\%<R>U\tv4XO|3[&";False;False;True
"!z.#0}+{%@'0by/Qo\\|f\\WbK>_nam<`<H]4";"@\tljn\"_K{asu&\\Y";"g'\">`z?pyRN`Yrdx@A\nj@c75%SDtlw6";False;False;True
"2` 1^iZbb|Z:e8TP}d~g4.\"GXPn9X%n=m";"~0^CL1}F*I+{X|:E3z0<Z9K4j";"<Q4Z+RCj_)Zz\"fjC\tCEK";False;False;True
"CkC5F\"LjJz's/v2P-S_wi'U`EjPt<\"Ut&A$(Qm[K/";"!F0*5T=b>>Ny]iTA&}1[\"TgA}>my(ZVemj}BO(o^g_\"n3";";=Z>2$~-?Mg5!Ot3JBOyIXCyj+T0S|+-9{j-Zl2|M_vp<2Hp";True;True;True
"}P(FTb~])%]YMcg2EZ{j.ltpb^jW[/4";"}P(FTb~])%]YMcg2EZ{j.ltpb^jW[/4";"}P(FTb~])%]YMcg2EZ{j.ltpb^jW[/4";False;False;True
"`E!udf.]T_";"YhR\n \nEE/M9L3xn[qxU7MG{W6X/F+&UKk}u(C";"AuA!ik+O^l 9]:w?{t@.p>G}G|j-q*<[ohbo'.<c";True;True;True
"5EJFc1v}tmF\\$";"5EJFc1v}tmF\\$";"5EJFc1v}tmF\\$";False;False;True
"RaCg(k+Fu::}+T{?w";"]v3{\\5!7Fa\"8@!O(pV#t";"YjhJ\tPt51T4dt\"dvO?!\"ly&uE*\\>\n";True;True;True
"t8+QX4%|J*UmL`[)L?!_X,rz7ED[";"t8+QX4%|J*UmL`[)L?!_X,rz7ED[";"t8+QX4%|J*UmL`[)L?!_X,rz7ED[";False;False;True
"ka";"y`b_3 jI";"'&C%\\EKgB6ij3p8%vbo99cfw]l6xrr";True;True;True
"EwLG";"RMT$8OeQ*GPh_`L'f&sN`1nP:I^Kgn{`GvC[rG";"?J[s_\\{jL#djCdz%#&9Cuq0V5M?fTq/#b(vHY;0";True;True;True
"/T1BKCO8$w7Sr+k2IJ2uek:UAab%*A}dl%,TEArH^LA70kq6";"/;:7F_UZS/.A]>fj!:k00D5\ntmk4CX<Jh";"3|crS(XC+Scwp#aWC)/VO)JANY0>BVJO[B|u^^27'{e";False;False;True
"OmR' !.T`\n>yjRO$SH*";"y}4.C/sEM>YqD";"\\sK`xs((Zj$0Xq'*V~_S7fq3E)Q?6@|X+(?vk|g";False;False;True
"m-'\t6=w[?";"$Squ<wofWY";"cST!d^xCgaSjwM2;|a";True;True;True
"$xPC(}Q";"5Y!QPfn;9\tJfJV5daUIG'";"$Nl#Izu<'q%@A7B$N5uH'wy0wY[+Zs7<A\\aA7!lWK'e1";True;True;True
"'z,<TZ}RQ;b@_X!1B[PNHf+";"g%d>ac6/<M6%gHR^WUR%AYhY%Gb\t1T8[&Oz\n Xq7Z8I";"&%B(fm%B+";False;False;True
"IH'/.NcfiMmtkRloal\n(A\"Cg;N";"day[.k1'A:=E9F^FE=HBi<41ph`,/vv6#%V5~\t";"P<";False;False;True
"?2gx}`,nY L[xP=9'";"JL\tVn\n6(zMi8OleiBTbaV6D:^{[)kx!";"PKIf\nk@=du2v8jGIIq\\5SSsI5a^c\nL+|>B6R0{-rO";True;True;True
"^2*[t88tzvo:7!>Hq";"qu:hXZ7D@+eyGk7+KF;kH-";"6\t\"EsH%blE45PfrY'3*vR7$R>:]Bw*&c %o9t:[d<b2";True;True;True
"oR\nW:1^kDWws_Q7e@+C~h&l?44w\tZU>?z";"oR\nW:1^kDWws_Q7e@+C~h&l?44w\tZU>?z";"oR\nW:1^kDWws_Q7e@+C~h&l?44w\tZU>?z";False;False;True
"SppDmL.V2QP";"q&";"z\"+3+$sME0`ufe2+nTh9#&$/UV/3yvc ?6SQ~HovJD";False;False;True
"14YifF S,>I(";"-$=T(I8HuUD\n\ns&+|Pd]Q*xxxMx=WW qTEE_Yq$fS}`Bv";"0`'4H<wPl}%LVRM^FP&i (@ZN`:kA:}xT'msh@3DFKkq";False;False;True
"rSEs1?.\tr'g2jyuuNBV:b(Bxx";"\\xLe[\ny?2gp0\"[gE>zlUcI%*gu?:\n";"HDiyl&\\X\tuK8";False;False;True
"(.pMfS^";"(.pMfS^";"(.pMfS^";False;False;True
"qU'0qisYg!yU3.cp4";"Do`>b/ 1& )DoyX 9uI 3g1u}S^S+F=";"HUPi_a+D#izz}%kvWarB";False;False;True
"bqC%\\u(0KmGpclm|9,Q_kIV{y\t![}|bI|suMVdMd@_W";"guhbcA43vc^\t]t#wHm3_p?'W EyS`Awn)HZ\nY'e0WtuJRP0Rl";"IICt<Q8G=45W!~wB#&^|W_KiI'";False;False;True
"rz,!)+=1CDjc5nT!L%r/%lDyo@ p?$\t";"O4%LUbis_Z^](ewez6NO\t";"\\o=_Z#RY}b4\"],-LDF^x0JjYgRw,v,kD";False;False;True
"";"E|[uJ/\\/q)&\"iT";"1.>@F\tv.P Iz!C/M/k>|?&q{)hX9E3>eh@)\t'Pn$xzc";True;True;True
"9=ueH3Q$\"K^UO$;=rON6^cr";":PuU1P";"p[Wy";False;False;True
"JCW)pBY3@:S";"}v]#f}qa+mct`~*l";"E}gHmYe<\n}]:'k27A";True;True;True
"f";"-2@Nc";"aS)y^\\Vl~0U `Sy!:cJkb3Hn8l\\$Yh";True;True;True
"]s-X=T34c$lCDoE;A1'PC\t:#xiE~\ned!Pl!h(9PX!32v";"LK89m_^dnPU%=.z\">Z8o/?[TwHHQY5Hm'D'/`>5";"UaA|naazF/`BPI;&C";False;False;True
"b\"d%^ol8jKF+D]tV";"*oZ+& uC*~z<z!Let\n^s]]$7";"=2041 ~1pG &!V/DNA-d;p[.t/r>`$";True;True;True
"SWY";":L,RFiuu\\)Z&bKPMXj_+ bz,Q}";"Xqo|BFPpO2yu%WL! XEA1[5";False;False;True
"jV#>lL\t(cDLV(/8seS4rH";".$~I#hN,FE>Y&FXd#U3~0{|u@&5xz";"`Aml|afDQ{?PabvhHl6rP]44Op(_;\n#f[O";True;True;True
"p9subS\tGp1de#%5H&\"j*\nB";"}\"6oXQNR;";"v%v',R>z@e\nn`\\^:t|w3/~lS+HM -BV1{KEv";False;False;True
"?k]?k2p+C(w<.~OeW&Gow_d~RYK-%62,7oX^";"[#8:yg{e+{2q?rX<uW";"";False;False;True
"eTlssKE ?<bC1S^CFD[Na";"T?-\n5*U3Ws$okF&(co-[G6T~-}lvJW;3z$StOF}Kqgp:m1\n8";"VrD#u' ;<'cN";False;False;True
"T^5}8Gp~FoQ3Hnd^{b?z^!+'>w/])6\nw!XYX~#eIX%";"?31tdTt<@?vUn=yE1v&n.LM_$KQ):'e,VBp?W+n= |mJl";"B!\"pJdWp8Dy53W\\tv";False;False;True
"";"^!La Ky'\\\n";"WLIHu;fYdE_o26$1!z9g'X[";True;True;True
"z,|RH";"N1t/l|cjLCwT-JgK 0o>lFG%]v2@@/]8*5";"~(dSA|dNy\"~aY#s6Y:5i{";False;False;True
"h(VSx_>Ha?s.";"-8)\"&up;2U";"}'syCpJ{n\n8\n+%>Ew[ Pl$EQO]`5njlX`X";False;False;True
"C_7\tW8-h)jzO1lW9b]f.}Uc[K%6>QX?,t";"TE{?d4";"d0qE-$";False;False;True
"CbLT44M3M3n~ZlmR#)gnkheN&0c5:6D(xj*ME\ndiN${er";"CbLT44M3M3n~ZlmR#)gnkheN&0c5:6D(xj*ME\ndiN${er";"CbLT44M3M3n~ZlmR#)gnkheN&0c5:6D(xj*ME\ndiN${er";False;False;True
"6a\\Vv~aT<V\\BIpN63\\EHYW)y@UILKUX^No1Wy%:";"xE4LbmG\"IN4o4omHD=kIR)7P({)H";"wA9;)*-,OOSmq(1:/,YP6h\t79sX;f*AqZR]S?2OU^O,4{A";False;False;True
"#\"7098BR-znG\t{yR#im*B4;/-6g?z\nTM\\CoPmcb\"bA1Bm[w,";"Ie2GSFn\\";"C%F!l($16%\tuq>=[bIqrh}$.Z\"f\"#^g;6v!xX8]";False;False;True
"sj2-4\"kY";"`;YQ%OyQLjXQCgn";"5$r_$R?u8h9n8TG\\qLZk\"G(CKQ7 gR+!'$+)M0X%=c-T=";True;True;True
">&Jd(?(Ljyrf";"p?Q[Qlh7K9Fg!_^a&+\"&(:\n)V^6\tii|1U";"Z0K!L&JR.=|u2Ut7aj]KSYu;\n=;D\"B[z'D-";True;True;True
":mPG*fXPbr+HMLTpeJE%:^);|#;\"day";"JUgsq>~,@esw7pd\\|^YXg6*Pp";"6\nU3az\nGWu#_x<\n";False;False;True
"??u-=BE|XZu\"f';GS%\tBrCfK',+KIJARZ)iZ88v :LZy";"K+xmoa:fEhOO?:;iV4eZ^u,,##\tk$[%YvxJ:YO32+?A";"PJ'LsTTR7UV5AKN?+OH(Y3@B%j!BbUX};{Q";False;False;True
"r?b;8w2p0'=Y";";Z,u?\n_O>r;\"";"z&~|jc[]S]sxyhCJJ^5%)r2?4xWunLik8&:h\nedj";False;False;True
"a$-:Bk=?]Eet[h/3GwacHul]=\"s6!2#~\"pHvS]Cn\n";"w&ShiqF&_) S\"!1&Ym5O@c'lZ*/Kd|N@=";"SEa>1$>|%gGWzL";False;False;True
"w(MM|k/exf=kC]}TvD{\"@Xj9(Ugi=TOu;$EzQH:kmJK";"N%*{f!~a(*%HQa.W=6x#cS)L4&RKF\ny0/haCm,JSHmNc1";"tn;zSP^W:fkSo\\7`#v.9m[,ux:9EA]T_~0`x\nM\"8xO\tMeh";True;True;True
"?M&?e#{zlh69";"+EtryaC|[{@W>}`M";"#^%J=h_d\"zm3{'pqu]qeyF3vrE{@U~";True;True;True
"MQ";"p\\eQILFqi}FEtqlCe:!fh";"z<Y$'p\n^";False;False;True
"bZbiA,cf?O?,}zu";"|&wT@claN&#H]RAa k@>}Pz_>#!X{^i`,+j9>3<4{mt\"";"\nV%eq&uP#ucP}~YoDp9M}GFJ1M'8wbS@u['UXt";False;False;True
"Jo\tH#(WCkYhw-8@0?]abb4mx/.AAH^>";",\"\tip\tcxQ8(L6[4n<8v.7llVn2wq`O7>";"dM0R^dpnv@QzXB4Sx!KxgRZ9fr)tzQ";False;False;True
"_6mk ^],.u)jSCE";"EMt~ Va(*9_2s No";"7)72';i6JP\n:a` Fgx";True;True;True
"'W3W_Zu\\;E*Ql,sCaGw*!^c/|<Fv/";">.]4~S3`U!G";" X_MW,ZE!qrg!Z0E.\t$Bm$HQXBh}\\Q>\"~3|%.?g";False;False;True
"LST;S9aQ'paZ\"9SDC8je=l |D4#L&)R0PRi`D.gyU^;,";"9PlsfpZ0 N+gLoLN=R+BA.1X.XID],`L_=&!by_";"|h-QUiX4b3l(}L':Q,}4p5^hE\txh@HeY`<FwM_";False;False;True
"14 oI3{VP.eCiEJT";"wKbu-Kv-=g!o\"?~<B{DzM7#\"";"0$zsSH0J,|^K:r3O\t{w3jux?(j-o%90fr?";True;True;True
"v\t=%qp'21 (UN:|$s*p=&0drY_O5]2<9O";"V%7gX!' YZbsPTA%";"0B~8T:iYE5";False;False;True
",0tzl.`c!pVF.G*bz`ym\\99Eg%RoLH1:m-c:gn:\"kIhw _uz";"i?2a33t3}*!B{O9_7/tB~r=jEvnVRezm!`irS'^}2*{h_:rE";"{*\t0j!rKphb>SytffN-7%lJUcB(U}>T&q4 36IzX";False;False;True
"oAypC";"+|R:uEDN*k";"NJQui} E5`?t<'<,y\\GC#K6";True;True;True
"";"z6Dm3)fN,-6l'2vX'>6F ,h2qLJ\"G**i#6DWn@";"!+#Mo*`<hs.+t$6;e<9DMTp\tx4o2.K|";False;False;True
"";"^vt#oy-MvA{M\\)D";"vYp2stv2h,hf[TZn^\\RhpEX m%^7`r-fc|y_4H>u;";True;True;True
"$DG]eC7nX1~t:=e(r8pVkgaRo\t*a.sQClB4f";"gFE:.]*>4jbs+Yt\t9<nx>e;r{kaUQ<zB\nS\"U_";";!`^7?JqkJNz/s_e'<kjPUrTTj";False;False;True
"aGx5Zj'U.\"X^>+Z,FkE,v^|";"-A)9h/}hLd#(L5d#LOuj.LR$',";" +2f!O'MC0/8GJmI|]BSXCP\\Q@X'Kqmq[m+*YVB?Y";True;True;True
